"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2013","AQS","260990009","1","5.4","ug/m3 LC","23","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/04/2013","AQS","260990009","1","13.2","ug/m3 LC","53","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/07/2013","AQS","260990009","1","12.6","ug/m3 LC","52","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/10/2013","AQS","260990009","1","10.5","ug/m3 LC","44","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/13/2013","AQS","260990009","1","4.1","ug/m3 LC","17","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/16/2013","AQS","260990009","1","13.5","ug/m3 LC","54","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/19/2013","AQS","260990009","1","6.5","ug/m3 LC","27","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/22/2013","AQS","260990009","1","4.7","ug/m3 LC","20","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/25/2013","AQS","260990009","1","10.8","ug/m3 LC","45","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/28/2013","AQS","260990009","1","14.8","ug/m3 LC","57","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"01/31/2013","AQS","260990009","1","2.2","ug/m3 LC","9","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/03/2013","AQS","260990009","1","9.5","ug/m3 LC","40","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/06/2013","AQS","260990009","1","9.1","ug/m3 LC","38","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/09/2013","AQS","260990009","1","6.8","ug/m3 LC","28","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/12/2013","AQS","260990009","1","6.2","ug/m3 LC","26","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/15/2013","AQS","260990009","1","2.3","ug/m3 LC","10","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/18/2013","AQS","260990009","1","8.4","ug/m3 LC","35","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/21/2013","AQS","260990009","1","2.7","ug/m3 LC","11","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/24/2013","AQS","260990009","1","12.2","ug/m3 LC","51","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"02/27/2013","AQS","260990009","1","7.6","ug/m3 LC","32","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/02/2013","AQS","260990009","1","2.4","ug/m3 LC","10","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/05/2013","AQS","260990009","1","10","ug/m3 LC","42","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/08/2013","AQS","260990009","1","7.2","ug/m3 LC","30","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/11/2013","AQS","260990009","1","9.9","ug/m3 LC","41","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/14/2013","AQS","260990009","1","4.5","ug/m3 LC","19","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/17/2013","AQS","260990009","1","3.3","ug/m3 LC","14","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/20/2013","AQS","260990009","1","5.5","ug/m3 LC","23","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/23/2013","AQS","260990009","1","3.9","ug/m3 LC","16","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/26/2013","AQS","260990009","1","2.1","ug/m3 LC","9","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"03/29/2013","AQS","260990009","1","3.5","ug/m3 LC","15","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/01/2013","AQS","260990009","1","2.6","ug/m3 LC","11","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/04/2013","AQS","260990009","1","10.1","ug/m3 LC","42","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/07/2013","AQS","260990009","1","9.8","ug/m3 LC","41","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/10/2013","AQS","260990009","1","4.8","ug/m3 LC","20","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/13/2013","AQS","260990009","1","2.8","ug/m3 LC","12","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/16/2013","AQS","260990009","1","3.4","ug/m3 LC","14","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/19/2013","AQS","260990009","1","3.3","ug/m3 LC","14","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/22/2013","AQS","260990009","1","7.2","ug/m3 LC","30","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/25/2013","AQS","260990009","1","6.8","ug/m3 LC","28","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"04/28/2013","AQS","260990009","1","10.9","ug/m3 LC","45","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/01/2013","AQS","260990009","1","6.9","ug/m3 LC","29","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/04/2013","AQS","260990009","1","6.5","ug/m3 LC","27","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/07/2013","AQS","260990009","1","6.8","ug/m3 LC","28","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/10/2013","AQS","260990009","1","8.3","ug/m3 LC","35","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/13/2013","AQS","260990009","1","2.8","ug/m3 LC","12","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/16/2013","AQS","260990009","1","4.6","ug/m3 LC","19","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
"05/19/2013","AQS","260990009","1","12.8","ug/m3 LC","52","New Haven","1","100.0000","88101","PM2.5 - Local Conditions","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.7313941191528","-82.79346283166"
