Beta,mu_EI,mu_IR,eta,N,k,rho,loglik,loglik.se
73.4151880924333,0.9130642048300865,5.464085108946981,0.08234995456088687,300000000,10,0.10000000000000002,-753.1738794779711,5.582073140262079
42.801716113725874,1.1643952072100547,2.9255215533453045,0.08969157290499882,300000000,10,0.10000000000000002,-760.2179579164537,1.3416357113881747
25.893866671900188,1.4024511511934614,1.391557453837405,0.08179321397244387,300000000,10,0.10000000000000002,-764.97011399487,19.250834310345763
70.76717802064177,0.8754699342297947,4.6500404556898225,0.07848522502550283,300000000,10,0.10000000000000002,-766.2421126552754,0.8823857296592825
72.16403395925335,0.975366067636491,4.860675100501646,0.07703443869605953,300000000,10,0.10000000000000002,-773.1743158407437,0.48549710429960646
107.34786754950052,0.887876685988383,8.748963378998246,0.07344453645544263,300000000,10,0.10000000000000002,-776.6925323661754,0.6333853358914739
93.79649811576896,0.6288473754687844,4.341186002383353,0.06497526717735978,300000000,10,0.10000000000000002,-784.5018566597937,0.6624365459762638
95.14235859604771,0.8968618640400483,6.407215558075721,0.06966424016531796,300000000,10,0.10000000000000002,-787.0751449377666,0.7911064390364969
44.20250194011095,1.1302637197918866,2.35983870825515,0.07455229962607939,300000000,10,0.10000000000000002,-788.0358877627733,0.6320677277564721
105.71632314809727,0.8819982036672618,7.669825212445365,0.06907076293111614,300000000,10,0.10000000000000002,-788.8017619486895,3.3484468024375724
117.20102926145357,0.7412950753100114,7.212727057776769,0.06392552191452983,300000000,10,0.10000000000000002,-794.3753323574799,0.8328131900678627
73.59493761245238,0.8952691960130669,4.732640014736697,0.07805370415181193,300000000,10,0.10000000000000002,-797.766656342955,0.576766009383229
91.91720907746183,0.9903184148749442,6.906425365788563,0.07448166247455115,300000000,10,0.10000000000000002,-799.3783835901562,2.587543106463768
64.00407622249543,1.099227138699378,5.212547275812013,0.08996436029238586,300000000,10,0.10000000000000002,-802.9958802905744,0.9749610388570854
90.80618089635809,0.8877563314944825,5.360451515476233,0.06746989363459929,300000000,10,0.10000000000000002,-813.7533661841452,1.953056308308974
86.98361110176666,0.7080685783489469,3.420232802045765,0.05638286266136715,300000000,10,0.10000000000000002,-820.0450654053307,0.5566618683502512
104.33939318577903,0.686883364433972,4.518834390876104,0.05757217812742379,300000000,10,0.10000000000000002,-820.3968278384108,1.3962765102177777
52.41133308308125,1.038664936835119,3.079029614417795,0.07443605265362535,300000000,10,0.10000000000000002,-821.307933461419,11.76050510277395
53.95915160915572,0.6026155537095903,1.4365436457250929,0.053014843170228955,300000000,10,0.10000000000000002,-821.5633764075674,0.8461468416551642
68.64780167394743,0.6540200375318064,2.4874673538563465,0.057197929880417504,300000000,10,0.10000000000000002,-821.6043315444746,9.539663239868979
86.26461595884186,0.5488517108453358,2.4343976619375742,0.0495910691591252,300000000,10,0.10000000000000002,-827.1375885458893,1.9259223665507843
101.8110656002645,0.8837064253931717,7.1154044504812815,0.07167334482555049,300000000,10,0.10000000000000002,-828.502109087869,10.50732866519178
135.59420746174712,0.6329079947034358,6.504533275956694,0.057513780363170425,300000000,10,0.10000000000000002,-831.6499461884297,0.5933883273668629
139.76141006659444,0.6572523334537562,6.585629590207381,0.05468290706900984,300000000,10,0.10000000000000002,-833.385504933127,0.7571699856967294
54.56632089206472,0.6649128851145625,1.5707913358306693,0.05459879032673459,300000000,10,0.10000000000000002,-837.6385667818619,7.8409002095855325
220.45881041433535,0.6043664657897323,18.111033194304774,0.052841651529538035,300000000,10,0.10000000000000002,-838.0289514251389,1.094502754836793
73.2618442545681,0.6037752574353059,1.8874909093706438,0.046683353146583874,300000000,10,0.10000000000000002,-847.1282068078463,6.376950933352358
49.91955507672381,0.9287257451327215,1.95991601441254,0.0618195795408755,300000000,10,0.10000000000000002,-848.2416274500555,2.3587469995458754
206.06933124379165,0.5260838958229477,9.19138781651921,0.04854612144872353,300000000,10,0.10000000000000002,-849.8876284078351,3.5120686380261943
88.83453450855288,0.5109626890067196,2.0581828232867787,0.0437287246164917,300000000,10,0.10000000000000002,-855.2956649766104,1.9487198080728636
202.65319533943676,0.6310273082378877,12.640463925455592,0.051497008602632344,300000000,10,0.10000000000000002,-856.2672256396651,5.785376649916952
89.95961132576406,0.5080192327101244,2.1835117545837903,0.04617680762641351,300000000,10,0.10000000000000002,-858.1029455377922,1.2961596496390664
102.32067886175967,0.9597212458288074,6.4703746515003395,0.06539483507820601,300000000,10,0.10000000000000002,-862.3035405627514,3.4563741043164398
60.36323412201317,0.8449817575768749,2.7899801759457588,0.06881853695196492,300000000,10,0.10000000000000002,-863.2318106094936,1.2968560527102586
87.74665314078402,0.7279149161687212,3.3938980784549533,0.05602050323537804,300000000,10,0.10000000000000002,-868.2985195551938,3.481136300310591
89.21004541162156,0.5947274912104183,2.641892029818137,0.05028816232669682,300000000,10,0.10000000000000002,-869.3673174933156,2.3483607494605794
178.0945927241257,0.5519024071132114,7.579866768902149,0.05088684784452485,300000000,10,0.10000000000000002,-879.8838937779042,4.192993918395652
49.65509423051119,0.6198639809856556,1.1581069608221035,0.05104177002359073,300000000,10,0.10000000000000002,-884.4287505100776,10.671059682195747
41.101920957355006,0.6636580766704245,0.9565602210081082,0.048884548981183384,300000000,10,0.10000000000000002,-890.5554796200211,2.919861941905407
62.280060863855496,1.0531904728142047,3.522593540065093,0.07269262786747441,300000000,10,0.10000000000000002,-891.7924785268666,1.474388209388069
112.4417147173793,0.7050127010066602,4.5600904853665645,0.054059983578830455,300000000,10,0.10000000000000002,-891.8461425377974,14.641987061728049
155.57725319801452,0.5144898684001504,4.3338581877576035,0.04252466838950657,300000000,10,0.10000000000000002,-900.5613127122582,4.122721099108686
87.70336230021222,0.7598043523763437,3.7787559248599574,0.06013064597795587,300000000,10,0.10000000000000002,-902.2704404067493,0.8758434927821132
144.04827565671235,0.2525775761506227,1.5470549255355657,0.03348307429903189,300000000,10,0.10000000000000002,-912.546900400767,2.809265542840032
72.84044052829657,0.46563983999971137,1.169947695818219,0.03863969289384433,300000000,10,0.10000000000000002,-917.6000140836875,3.2937939572118515
150.31119325613227,0.5616582947108912,4.426772944293352,0.042947571951636565,300000000,10,0.10000000000000002,-918.8964107756224,3.768312848640454
116.48769147106142,0.5805404201560435,3.9073442293208314,0.05202332664903704,300000000,10,0.10000000000000002,-919.5138315414832,16.466624303117953
76.73983583663393,0.930109152895875,3.4705977104911905,0.06014611743240695,300000000,10,0.10000000000000002,-927.5427400505455,0.8663715169008872
111.10412060994662,0.444686215780003,2.126027050532559,0.03986195343575354,300000000,10,0.10000000000000002,-928.068606510562,0.9217890866700753
44.69536193653194,0.7903766991476124,1.3850875636813342,0.05893464745492314,300000000,10,0.10000000000000002,-935.6366017790796,14.653068998683215
249.20138755356885,0.4313537456467137,7.75708248780313,0.04194639555523565,300000000,10,0.10000000000000002,-938.0185014606266,7.603008339852271
50.42652321774832,0.5687131946107613,0.9039818249091223,0.04451905274268841,300000000,10,0.10000000000000002,-939.3707342954406,1.7121517342077932
