Beta,mu_EI,mu_IR,eta,N,k,rho,loglik,loglik.se
389.39419580419406,0.39950011509042194,0.5722609699046932,0.029322514781630473,300000000,10,0.10000000000000002,-252.56418811202025,0.6459842188942013
217.73259973153097,0.9324362833137656,0.3299382570963945,0.02911288435741606,300000000,10,0.10000000000000002,-253.70466230518474,0.31373973575960795
263.34719780307887,0.48932019537893856,0.5376176310053444,0.03871364675541463,300000000,10,0.10000000000000002,-254.82752076016274,0.183851047595259
614.5017024285344,0.32117415020412565,0.7587299782044369,0.02469650671439961,300000000,10,0.10000000000000002,-254.97227043130124,0.43229608849964896
151.44043998227698,1.6289375680619989,0.28561974329470136,0.02997235298785343,300000000,10,0.10000000000000002,-255.22284431274286,0.2568908279617481
139.75698963912328,2.072037303945127,0.28767840202073663,0.027923277978292717,300000000,10,0.10000000000000002,-255.37158635446121,0.7673966732298994
163.23902109754923,1.27594454090498,0.33962050925972315,0.0327218100316942,300000000,10,0.10000000000000002,-255.6524582448342,0.5502035348176828
414.16950779619293,0.3829053814806965,1.0514452353400052,0.03358478893075921,300000000,10,0.10000000000000002,-256.11712769838135,0.20468965712939446
108.41099659850371,2.48644380738672,0.32847833721520736,0.03439654140684555,300000000,10,0.10000000000000002,-256.40895442297295,0.4746894022858611
139.74854348855928,1.327750668695543,0.3737962201752381,0.03565616270942363,300000000,10,0.10000000000000002,-256.47078306581085,0.24584720498983986
294.14489697479075,0.5645414985452893,0.4009815259818043,0.026144986916111963,300000000,10,0.10000000000000002,-256.65968169541776,2.639455768616548
93.56400171050211,4.9831364544616354,0.336719137751678,0.03162471477210105,300000000,10,0.10000000000000002,-256.6749324393091,0.2998090392114374
250.89630171940064,0.8286651555175946,0.31095718931973726,0.024765695970851476,300000000,10,0.10000000000000002,-256.69306190202303,0.2754562912090693
516.6152559925971,0.35611305184451847,1.6119434018964427,0.03250570485173377,300000000,10,0.10000000000000002,-257.45137115434045,0.27919004586150453
758.1712476662311,0.30500866279551647,1.8046689815832844,0.02619019300853969,300000000,10,0.10000000000000002,-257.6255279829541,0.243898989645868
207.5448939576916,0.5482253363402586,0.5375963329664188,0.04327753376122455,300000000,10,0.10000000000000002,-257.70526553065514,1.1658775892561648
