"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLEIEUS","197301","73.112","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197302","65.369","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197303","65.006","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197304","61.717","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197305","62.686","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197306","67.495","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197307","73.671","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197308","76.262","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197309","69.38","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197310","68.641","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197311","67.985","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197312","72.141","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197313","823.466","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197401","71.564","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197402","63.834","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197403","65.447","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197404","61.415","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197405","65.618","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197406","65.667","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197407","74.758","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197408","73.603","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197409","64.131","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197410","66.359","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197411","66.536","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197412","72.708","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197413","811.637","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197501","73.753","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197502","66.053","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197503","67.489","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197504","62.866","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197505","62.923","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197506","68.851","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197507","75.25","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197508","78.136","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197509","67.107","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197510","67.61","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197511","68.597","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197512","76.948","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197513","835.586","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197601","82.432","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197602","72.079","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197603","74.416","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197604","69.691","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197605","69.977","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197606","75","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197607","82.132","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197608","83.141","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197609","73.999","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197610","75.821","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197611","80.059","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197612","85.705","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197613","924.452","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197701","88.47","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197702","77.035","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197703","76.172","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197704","69.628","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197705","75.994","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197706","82.106","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197707","91.971","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197708","90.326","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197709","82.139","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197710","78.482","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197711","79.18","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197712","84.477","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197713","975.98","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197801","86.416","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197802","72.504","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197803","68.804","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197804","70.044","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197805","75.269","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197806","82.542","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197807","89.268","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197808","93.156","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197809","86.289","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197810","80.637","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197811","80.431","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197812","88.36","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197813","973.721","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197901","95.297","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197902","85.117","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197903","84.893","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197904","79.2","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197905","84.386","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197906","89.418","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197907","97.968","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197908","98.644","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197909","85.678","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197910","87.308","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197911","87.329","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197912","95.649","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","197913","1070.886","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198001","102.015","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198002","96.226","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198003","94.55","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198004","82.413","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198005","83.976","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198006","92.8","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198007","108.667","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198008","107.773","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198009","97.038","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198010","91.324","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198011","92.551","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198012","103.607","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198013","1152.94","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198101","109.666","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198102","96.082","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198103","97.053","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198104","87.586","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198105","90.238","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198106","100.425","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198107","112.587","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198108","109.255","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198109","97.223","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198110","95.855","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198111","94.277","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198112","106.515","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198113","1196.762","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198201","114.542","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198202","98.521","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198203","96.519","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198204","87.662","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198205","91.958","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198206","95.592","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198207","111.361","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198208","110.536","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198209","97.588","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198210","93.386","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198211","96.347","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198212","102.626","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198213","1196.638","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198301","107.23","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198302","91.997","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198303","94.684","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198304","87.608","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198305","91.833","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198306","101.173","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198307","121.376","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198308","128.163","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198309","108.96","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198310","101.879","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198311","102.876","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198312","118.818","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198313","1256.596","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198401","120.861","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198402","104.872","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198403","109.44","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198404","95.454","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198405","99.353","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198406","114.331","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198407","121.13","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198408","127.224","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198409","108.458","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198410","109.879","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198411","108.829","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198412","113.506","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198413","1333.337","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198501","126.864","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198502","110.611","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198503","109.202","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198504","101.465","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198505","108.826","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198506","114.884","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198507","128.075","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198508","125.732","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198509","113.181","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198510","109.571","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198511","108.259","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198512","126.38","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198513","1383.051","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198601","128.401","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198602","110.388","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198603","108.077","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198604","96.479","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198605","103.108","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198606","118.091","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198607","136.397","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198608","123.739","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198609","113.366","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198610","108.514","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198611","108.598","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198612","118.525","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198613","1373.684","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198701","125.463","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198702","107.976","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198703","109.85","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198704","103.392","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198705","113.542","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198706","127.645","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198707","142.191","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198708","140.861","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198709","119.121","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198710","114.815","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198711","112.49","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198712","125.737","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198713","1443.082","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198801","134.865","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198802","122.048","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198803","116.794","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198804","107.605","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198805","112.364","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198806","129.882","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198807","142.617","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198808","149.581","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198809","122.324","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198810","118.391","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198811","117.881","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198812","133.074","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198813","1507.427","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198901","133.618","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198902","125.647","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198903","124.088","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198904","112.358","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198905","117.129","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198906","127.351","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198907","139.529","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198908","141.076","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198909","125.899","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198910","121.199","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198911","122.089","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198912","144.764","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","198913","1534.746","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199001","132.832","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199002","116.181","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199003","121.723","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199004","115.831","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199005","118.475","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199006","130.631","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199007","143.049","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199008","146.158","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199009","133.951","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199010","128.713","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199011","122.036","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199012","136.935","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199013","1546.514","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199101","143.055","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199102","117.428","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199103","118.746","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199104","111.075","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199105","122.665","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLEIEUS","199106","131.859","1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
