"","b1","b2","rho","eta","tau","N","mu_EI","mu_IR","loglik","loglik.se"
"1",4.41412018410329,5.37584019432051,0.103144069223872,0.0928811236710636,1615.04989125344,29527941,0.333333333333333,0.142857142857143,-1026.68841168996,0.000518147560763436
"2",4.43857416262862,5.42178693980065,0.103719455446711,0.0921215510533192,1618.33125511356,29527941,0.333333333333333,0.142857142857143,-1026.68844010349,0.00051575598443599
"3",4.41960765504832,5.39584027189126,0.103222205194881,0.0926384757665133,1623.70823208504,29527941,0.333333333333333,0.142857142857143,-1026.68848767113,0.000492109006788395
"4",4.45998187498638,5.44551908231116,0.104479727534048,0.0915921446148659,1619.6712632694,29527941,0.333333333333333,0.142857142857143,-1026.6886183206,0.000424667713206199
"5",4.42902047066093,5.39618017166762,0.103663116204567,0.0924218225719807,1605.39134738623,29527941,0.333333333333333,0.142857142857143,-1026.6888248958,0.000560714827906239
"6",4.38598858483827,5.32570287595962,0.102252584331387,0.0936825079736115,1615.62046637123,29527941,0.333333333333333,0.142857142857143,-1026.68883014194,0.000590927663733736
"7",4.40320077267987,5.3745703026715,0.102874980276224,0.0930704018473241,1625.89047438133,29527941,0.333333333333333,0.142857142857143,-1026.68905420328,0.000456518159212866
"8",4.41629843932986,5.38174864457421,0.103121120202592,0.09276211999925,1624.00274837013,29527941,0.333333333333333,0.142857142857143,-1026.68916198613,0.000493421901051049
"9",4.42898514027654,5.41375598617128,0.103479705838157,0.0923752488245418,1627.97902505973,29527941,0.333333333333333,0.142857142857143,-1026.68947103941,0.000435274834328552
"10",4.39801018133323,5.35085117353793,0.102666707339104,0.0932693060358327,1609.32408781517,29527941,0.333333333333333,0.142857142857143,-1026.6894719277,0.00052843564939689
"11",4.39693315984222,5.33998874540027,0.102862503440214,0.0933448501603853,1602.20359008601,29527941,0.333333333333333,0.142857142857143,-1026.68951831081,0.000456368434034616
"12",4.40876011516566,5.36441527029456,0.103257775167811,0.0929866929154508,1604.40054746762,29527941,0.333333333333333,0.142857142857143,-1026.68958386298,0.000424359500757283
"13",4.39427275952045,5.35454719419103,0.102760694098341,0.0933393720783124,1604.15019632802,29527941,0.333333333333333,0.142857142857143,-1026.68961962816,0.000510874821611972
"14",4.42789043220553,5.37895152198472,0.103587006552864,0.0925524118014308,1599.5656542203,29527941,0.333333333333333,0.142857142857143,-1026.68966912277,0.000494451027600965
"15",4.43712854194125,5.40393109886946,0.103937648920033,0.0922836245948448,1600.85303553987,29527941,0.333333333333333,0.142857142857143,-1026.68967053934,0.000477643147460001
"16",4.42239592928127,5.39273317504226,0.103152364930498,0.0926191216923888,1630.47302780077,29527941,0.333333333333333,0.142857142857143,-1026.6901395805,0.000487283775128933
"17",4.42600745313703,5.41839168323798,0.103501068629019,0.092357037571652,1628.01525469345,29527941,0.333333333333333,0.142857142857143,-1026.69017950028,0.000596507764211843
"18",4.411326730848,5.34416346183764,0.103030734549439,0.0930710963436794,1597.72873582473,29527941,0.333333333333333,0.142857142857143,-1026.69034120067,0.000533678822991944
"19",4.41729119155392,5.3789660306347,0.103181188631044,0.0927354975651998,1631.80410368602,29527941,0.333333333333333,0.142857142857143,-1026.69048695486,0.000524565598208161
"20",4.38404338708495,5.32251244414321,0.101945458657881,0.093768472367977,1635.17184781121,29527941,0.333333333333333,0.142857142857143,-1026.69080083567,0.000565076630782755
"21",4.48980256272546,5.48814382358324,0.10555098490789,0.0908448871121334,1617.68569270881,29527941,0.333333333333333,0.142857142857143,-1026.69081780985,0.000543261168549419
"22",4.40133932476428,5.38185157507198,0.102604962008098,0.0929950529041963,1630.84732147141,29527941,0.333333333333333,0.142857142857143,-1026.69116750525,0.000533531869469557
"23",4.37363672003279,5.3035860937966,0.101503070916651,0.0941073667113021,1636.42036253591,29527941,0.333333333333333,0.142857142857143,-1026.69133389405,0.000332550087173291
"24",4.43299947544728,5.42485773316833,0.103604432489458,0.0922595050099756,1637.42860128605,29527941,0.333333333333333,0.142857142857143,-1026.69155275288,0.000500810758420337
"25",4.47526543991049,5.48400933996854,0.104626340641213,0.0911938506083804,1629.6776655728,29527941,0.333333333333333,0.142857142857143,-1026.69179606322,0.000509540648227369
"26",4.41754212551321,5.39253029304497,0.103055818782989,0.092718349862022,1640.17809082366,29527941,0.333333333333333,0.142857142857143,-1026.69197119294,0.000496171123737226
"27",4.43354269593888,5.37953815610679,0.103857591532169,0.0924244326186269,1591.37443880279,29527941,0.333333333333333,0.142857142857143,-1026.6920010638,0.000600131494257605
"28",4.40057847662722,5.37972657605454,0.102620319611246,0.0931259652652065,1637.6544580963,29527941,0.333333333333333,0.142857142857143,-1026.69201036238,0.000531418769319571
"29",4.41580479606345,5.40186561911739,0.102993766791474,0.0927001827521293,1639.98212428496,29527941,0.333333333333333,0.142857142857143,-1026.69207202667,0.000462323751467607
"30",4.45814945536751,5.45929445596381,0.10437641638511,0.0916143538061833,1636.9400676268,29527941,0.333333333333333,0.142857142857143,-1026.69219256583,0.000501021496620127
"31",4.41020794131797,5.3516810168993,0.103167827984502,0.0930548760909554,1590.5274188743,29527941,0.333333333333333,0.142857142857143,-1026.69222519697,0.000539134025192105
"32",4.41578870528939,5.4115955776481,0.103276210269943,0.0926181010791644,1638.92745909795,29527941,0.333333333333333,0.142857142857143,-1026.69256717549,0.00051301666644824
"33",4.41222240828499,5.36224975441275,0.102653198562243,0.0930223987229346,1641.09697354914,29527941,0.333333333333333,0.142857142857143,-1026.69317785612,0.00045062382108538
"34",4.38444815494275,5.28735233826105,0.102433036348856,0.0938540221907986,1593.74253970456,29527941,0.333333333333333,0.142857142857143,-1026.69327449765,0.00046139088339354
"35",4.43481124470764,5.41501334626526,0.103599159022202,0.0922458256932816,1641.82373662359,29527941,0.333333333333333,0.142857142857143,-1026.69330707656,0.000543471975797925
