TimeStamp,ClosePrice,TradeVolume,BuyVolume,Return,PriceTime
2021-01-01 05:00:00,740.65,11079350.2390266,5731472.4157925,-0.0009181124687773767,2021-01-01 05:00:00
2021-01-01 06:00:00,739.97,12658465.3899019,5774894.281794,-0.003500141897644582,2021-01-01 06:00:00
2021-01-01 07:00:00,737.38,15934710.9369215,7670628.2297335,-0.009913477447177743,2021-01-01 07:00:00
2021-01-01 08:00:00,730.07,38713139.8352475,16937333.0679656,0.004944731327132912,2021-01-01 08:00:00
2021-01-01 09:00:00,733.68,16732025.0257024,9050056.5984665,0.004266165085595963,2021-01-01 09:00:00
2021-01-01 10:00:00,736.81,16854648.5651741,9067175.1701353,0.0027686920644400814,2021-01-01 10:00:00
2021-01-01 11:00:00,738.85,21714429.1119129,10562649.866081,-0.007660553562969463,2021-01-01 11:00:00
2021-01-01 12:00:00,733.19,37052817.5043096,19648257.0722184,0.009397291288751886,2021-01-01 12:00:00
2021-01-01 13:00:00,740.08,17364322.3754941,10307816.1509774,-0.0028105069722192955,2021-01-01 13:00:00
2021-01-01 14:00:00,738.0,16337048.3578516,9473455.7757508,-0.0035365853658536617,2021-01-01 14:00:00
2021-01-01 15:00:00,735.39,18909549.3415675,9199052.1961992,0.0005983219788139316,2021-01-01 15:00:00
2021-01-01 16:00:00,735.83,16368621.7550852,8990872.705043,-0.010722585379775218,2021-01-01 16:00:00
2021-01-01 17:00:00,727.94,29902944.3557101,12744050.3657862,-0.004588290243701443,2021-01-01 17:00:00
2021-01-01 18:00:00,724.6,48068143.6005898,20584419.0482298,0.0010212531051614349,2021-01-01 18:00:00
2021-01-01 19:00:00,725.34,19458522.3046609,10055377.2623967,0.005707668128050347,2021-01-01 19:00:00
2021-01-01 20:00:00,729.48,16308761.6073057,8663259.6611729,-0.001713549377638901,2021-01-01 20:00:00
2021-01-01 21:00:00,728.23,10627095.6000123,5454580.5253864,0.0009200389986678825,2021-01-01 21:00:00
