Date,Cases,Deaths,CumulativeCases,CumulativeDeaths
2021-12-26T00:00:00Z,7879,95,1620379,27577
2021-12-27T00:00:00Z,14642,92,1635021,27669
2021-12-28T00:00:00Z,15073,90,1650094,27759
2021-12-29T00:00:00Z,15139,98,1665233,27857
2021-12-30T00:00:00Z,13926,98,1679159,27955
2021-12-31T00:00:00Z,9204,108,1688363,28063
2022-01-01T00:00:00Z,6305,78,1694668,28141
2022-01-02T00:00:00Z,10241,105,1704909,28246
2022-01-03T00:00:00Z,20760,81,1725669,28327
2022-01-04T00:00:00Z,20034,97,1745703,28424
2022-01-05T00:00:00Z,17770,107,1763473,28531
2022-01-06T00:00:00Z,15585,92,1779058,28623
2022-01-07T00:00:00Z,14981,97,1794039,28720
2022-01-08T00:00:00Z,10017,97,1804056,28817
2022-01-09T00:00:00Z,8641,76,1812697,28893
2022-01-10T00:00:00Z,17865,89,1830562,28982
2022-01-11T00:00:00Z,16267,117,1846829,29099
2022-01-12T00:00:00Z,15411,121,1862240,29220
2022-01-13T00:00:00Z,14035,97,1876275,29317
2022-01-14T00:00:00Z,12603,82,1888878,29399
2022-01-15T00:00:00Z,8001,83,1896879,29482
2022-01-16T00:00:00Z,6755,92,1903634,29574
2022-01-17T00:00:00Z,13032,86,1916666,29660
2022-01-18T00:00:00Z,13336,97,1930002,29757
2022-01-19T00:00:00Z,11890,94,1941892,29851
2022-01-20T00:00:00Z,10312,103,1952204,29954
2022-01-21T00:00:00Z,8437,83,1960641,30037
2022-01-22T00:00:00Z,5401,97,1966042,30134
2022-01-23T00:00:00Z,4559,66,1970601,30200
2022-01-24T00:00:00Z,8952,88,1979553,30288
2022-01-25T00:00:00Z,8027,112,1987580,30400
2022-01-26T00:00:00Z,7239,89,1994819,30489
2022-01-27T00:00:00Z,6258,82,2001077,30571
2022-01-28T00:00:00Z,5543,92,2006620,30663
2022-01-29T00:00:00Z,3208,74,2009828,30737
2022-01-30T00:00:00Z,2972,88,2012800,30825
2022-01-31T00:00:00Z,6039,115,2018839,30940
2022-02-01T00:00:00Z,5025,67,2023864,31007
2022-02-02T00:00:00Z,3170,72,2027034,31079
2022-02-03T00:00:00Z,2962,76,2029996,31155
2022-02-04T00:00:00Z,3004,83,2033000,31238
2022-02-05T00:00:00Z,1837,65,2034837,31303
2022-02-06T00:00:00Z,1795,52,2036632,31355
2022-02-07T00:00:00Z,3122,54,2039754,31409
2022-02-08T00:00:00Z,2457,61,2042211,31470
2022-02-09T00:00:00Z,2245,56,2044456,31526
2022-02-10T00:00:00Z,2161,62,2046617,31588
2022-02-11T00:00:00Z,1679,67,2048296,31655
2022-02-12T00:00:00Z,1061,76,2049357,31731
2022-02-13T00:00:00Z,1026,51,2050383,31782
2022-02-14T00:00:00Z,1735,62,2052118,31844
2022-02-15T00:00:00Z,1544,53,2053662,31897
2022-02-16T00:00:00Z,1523,54,2055185,31951
2022-02-17T00:00:00Z,1242,41,2056427,31992
2022-02-18T00:00:00Z,1119,62,2057546,32054
2022-02-19T00:00:00Z,737,47,2058283,32101
2022-02-20T00:00:00Z,708,35,2058991,32136
2022-02-21T00:00:00Z,1159,43,2060150,32179
2022-02-22T00:00:00Z,984,42,2061134,32221
2022-02-23T00:00:00Z,886,48,2062020,32269
2022-02-24T00:00:00Z,813,33,2062833,32302
2022-02-25T00:00:00Z,718,30,2063551,32332
2022-02-26T00:00:00Z,500,50,2064051,32382
2022-02-27T00:00:00Z,437,24,2064488,32406
2022-02-28T00:00:00Z,808,29,2065296,32435
2022-03-01T00:00:00Z,756,31,2066052,32466
2022-03-02T00:00:00Z,670,27,2066722,32493
2022-03-03T00:00:00Z,659,24,2067381,32517
2022-03-04T00:00:00Z,606,26,2067987,32543
2022-03-05T00:00:00Z,494,25,2068481,32568
2022-03-06T00:00:00Z,456,21,2068937,32589
2022-03-07T00:00:00Z,671,19,2069608,32608
2022-03-08T00:00:00Z,602,23,2070210,32631
2022-03-09T00:00:00Z,569,17,2070779,32648
2022-03-10T00:00:00Z,511,18,2071290,32666
2022-03-11T00:00:00Z,500,28,2071790,32694
2022-03-12T00:00:00Z,386,21,2072176,32715
2022-03-13T00:00:00Z,414,12,2072590,32727
2022-03-14T00:00:00Z,675,22,2073265,32749
2022-03-15T00:00:00Z,614,15,2073879,32764
2022-03-16T00:00:00Z,576,18,2074455,32782
2022-03-17T00:00:00Z,547,23,2075002,32805
2022-03-18T00:00:00Z,590,15,2075592,32820
2022-03-19T00:00:00Z,423,14,2076015,32834
2022-03-20T00:00:00Z,414,13,2076429,32847
2022-03-21T00:00:00Z,700,10,2077129,32857
2022-03-22T00:00:00Z,601,8,2077730,32865
2022-03-23T00:00:00Z,554,5,2078284,32870
2022-03-24T00:00:00Z,490,16,2078774,32886
2022-03-25T00:00:00Z,560,11,2079334,32897
2022-03-26T00:00:00Z,392,9,2079726,32906
2022-03-27T00:00:00Z,412,9,2080138,32915
2022-03-28T00:00:00Z,672,13,2080810,32928
2022-03-29T00:00:00Z,638,11,2081448,32939
2022-03-30T00:00:00Z,588,9,2082036,32948
2022-03-31T00:00:00Z,600,5,2082636,32953
2022-04-01T00:00:00Z,631,7,2083267,32960
2022-04-02T00:00:00Z,459,8,2083726,32968
2022-04-03T00:00:00Z,490,8,2084216,32976
2022-04-04T00:00:00Z,810,5,2085026,32981
2022-04-05T00:00:00Z,800,3,2085826,32984
2022-04-06T00:00:00Z,715,3,2086541,32987
2022-04-07T00:00:00Z,606,4,2087147,32991
2022-04-08T00:00:00Z,602,3,2087749,32994
2022-04-09T00:00:00Z,453,1,2088202,32995
2022-04-10T00:00:00Z,446,0,2088648,32995
2022-04-11T00:00:00Z,1049,3,2089697,32998
2022-04-12T00:00:00Z,711,0,2090408,32998
2022-04-13T00:00:00Z,70,1,2090478,32999
