"Date","CASE_STATUS","Cases","Deaths","Cases.Cumulative","Deaths.Cumulative"
"2022-03-15 00:00:00","Confirmed","45","0","64232","485"
"2022-03-16 00:00:00","Confirmed","33","0","64265","485"
"2022-03-17 00:00:00","Confirmed","25","0","64290","485"
"2022-03-18 00:00:00","Confirmed","39","0","64329","485"
"2022-03-19 00:00:00","Confirmed","34","0","64363","485"
"2022-03-20 00:00:00","Confirmed","31","0","64394","485"
"2022-03-21 00:00:00","Confirmed","61","0","64455","485"
"2022-03-22 00:00:00","Confirmed","68","0","64523","485"
"2022-03-23 00:00:00","Confirmed","51","0","64574","485"
"2022-03-24 00:00:00","Confirmed","43","0","64617","485"
"2022-03-25 00:00:00","Confirmed","41","0","64658","485"
"2022-03-26 00:00:00","Confirmed","36","0","64694","485"
"2022-03-27 00:00:00","Confirmed","63","0","64757","485"
"2022-03-28 00:00:00","Confirmed","73","1","64830","486"
"2022-03-29 00:00:00","Confirmed","97","0","64927","486"
"2022-03-30 00:00:00","Confirmed","69","0","64996","486"
"2022-03-31 00:00:00","Confirmed","62","0","65058","486"
"2022-04-01 00:00:00","Confirmed","59","0","65117","486"
"2022-04-02 00:00:00","Confirmed","37","0","65154","486"
"2022-04-03 00:00:00","Confirmed","36","0","65190","486"
"2022-04-04 00:00:00","Confirmed","139","0","65329","486"
"2022-04-05 00:00:00","Confirmed","93","0","65422","486"
"2022-04-06 00:00:00","Confirmed","2","0","65424","486"
