Beta,Beta2,mu_EI,mu_IR,mu_DF,rho,eta,F_size,N,loglik,loglik.se
2.415584387738768,0.8338391221925426,14.910808866873602,0.9484616750926137,1.1274885300471145,0.43062897761981456,6.218008811358208e-4,49.99999999999999,10628972,-6515.070330159043,0.007106651614884594
2.415584387738768,0.8338391221925426,14.910808866873602,0.9484616750926137,1.1274885300471145,0.43062897761981456,6.218008811358208e-4,49.99999999999999,10628972,-6515.070330159043,0.007106651614884594
4.205918036481203,0.6741265082630911,10.910305488957079,0.9455718513788854,0.6793514788668316,0.43182463707203783,4.3147836474887374e-4,49.99999999999999,10628972,-6515.071723404492,0.004386905794973135
4.205918036481203,0.6741265082630911,10.910305488957079,0.9455718513788854,0.6793514788668316,0.43182463707203783,4.3147836474887374e-4,49.99999999999999,10628972,-6515.071723404492,0.004386905794973135
3.2750710965202994,1.3395949834353602,13.575061464027979,0.9456716348810255,0.8844159412844681,0.4313298937338706,6.470809090832189e-4,49.99999999999999,10628972,-6515.090963942915,0.003445277862701647
3.2750710965202994,1.3395949834353602,13.575061464027979,0.9456716348810255,0.8844159412844681,0.4313298937338706,6.470809090832189e-4,49.99999999999999,10628972,-6515.090963942915,0.003445277862701647
3.2165676727777983,0.6552188409361575,11.580416003850164,0.9515091050344172,0.5894425170447903,0.43114072224105876,7.54176518341245e-4,49.99999999999999,10628972,-6515.098321721218,0.0056043068659817384
3.2165676727777983,0.6552188409361575,11.580416003850164,0.9515091050344172,0.5894425170447903,0.43114072224105876,7.54176518341245e-4,49.99999999999999,10628972,-6515.098321721218,0.0056043068659817384
3.8139963772980128,0.8473961204129881,16.319716433039783,0.94541923734734,0.7570737638413934,0.43104308805807307,6.339643763188968e-4,49.99999999999999,10628972,-6515.104738634823,0.005193304254906551
3.8139963772980128,0.8473961204129881,16.319716433039783,0.94541923734734,0.7570737638413934,0.43104308805807307,6.339643763188968e-4,49.99999999999999,10628972,-6515.104738634823,0.005193304254906551
4.09574204107581,1.073526347013991,17.02754149627694,0.9507443169662962,0.7736171274216674,0.43167104198648876,7.036233307264114e-4,49.99999999999999,10628972,-6515.123750983778,0.005213139889486825
