id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
7dc8ca27,2021-04-27,2877890,50193,NA,25047583,19727731,11774605,8352192,3362,926,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-28,2882018,50271,NA,25127424,19984120,11870276,8514594,3252,921,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-29,2885569,50336,NA,25200389,20233523,11958125,8678192,3153,908,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-30,2889252,50403,NA,25274459,20471930,12046561,8831273,3076,883,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-01,2891264,50455,NA,25329912,20621351,12103346,8924915,3027,899,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-02,2892504,50470,NA,25360588,20681945,12129182,8962119,3051,909,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-03,2896609,50484,NA,25400199,20839639,12178725,9074834,3180,941,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-04,2899356,50567,NA,25471731,21011416,12237362,9192764,3187,935,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-05,2901603,50626,NA,25540546,21211578,12298622,9336330,3053,898,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-06,2904201,50690,NA,25601661,21402591,12360151,9470658,3025,908,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-07,2907084,50748,NA,25665714,21606712,12424382,9615141,3013,880,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-08,2908499,50786,NA,25712964,21720027,12464416,9691580,2870,845,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-09,2909750,50803,NA,25740390,21766061,12484385,9720160,2766,814,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-10,2912414,50828,NA,25779568,21885480,12526674,9802125,2932,873,NA,-1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,51.04,40.28,52.98,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-11,2915330,50883,NA,25844124,22028848,12577400,9898969,2976,863,NA,-1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,51.04,40.28,52.98,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-12,2917768,50953,NA,25907590,22184242,12630729,10006004,2810,819,NA,NA,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,50,38.43,51.79,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-13,2920004,51003,NA,25961360,22347599,12705206,10099008,2772,818,NA,1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,52.08,42.13,54.17,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-14,2922438,51068,NA,26017492,22541714,12796767,10206275,2754,815,NA,1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,52.08,42.13,54.17,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-15,2923523,51105,NA,26066676,22667618,12865739,10266274,2668,809,NA,1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,52.08,42.13,54.17,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-16,2924188,51105,NA,26094147,22713544,12895441,10284982,2616,797,NA,1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,52.08,42.13,54.17,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-17,2926306,51139,NA,26134783,22847704,12965446,10353617,2641,829,NA,1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,52.08,42.13,54.17,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-18,2929734,51180,NA,26196417,22996194,13042214,10430162,2644,781,NA,1,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,52.08,42.13,54.17,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-19,2931630,51238,NA,26253155,23137580,13111916,10506835,2741,802,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-20,2933314,51283,NA,26307581,23295048,13190081,10590761,2554,745,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-21,2934857,51326,NA,26369350,23462570,13273691,10680083,2543,753,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-22,2935806,51366,NA,26414351,23575225,13336158,10734186,2465,711,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-23,2936554,51381,NA,26437703,23629079,13368248,10758482,2497,725,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-24,2939416,51410,NA,26476485,23732131,13424381,10809704,2466,718,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-25,2941936,51453,NA,26534922,23841282,13481628,10865893,2446,713,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-26,2943560,51516,NA,26592268,23958361,13540188,10928855,2368,661,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-27,2945297,51572,NA,26646400,24063555,13592360,10986076,2371,653,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-28,2946950,51625,NA,26701413,24171610,13645042,11045086,2246,630,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-29,2947615,51660,NA,26745053,24237128,13679946,11078647,2138,624,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-30,2947780,51672,NA,26769462,24275198,13701137,11097237,1955,614,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-05-31,2947933,51673,NA,26791510,24296782,13712395,11108478,2081,640,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-01,2948635,51689,NA,26831609,24400193,13762246,11164771,2100,647,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-02,2950982,51741,NA,26888739,24492598,13805618,11217409,2034,607,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-03,2954086,51798,NA,26940641,24594276,13846808,11281228,2055,601,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-04,2955722,51845,NA,26989954,24715135,13893887,11358514,1929,568,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-05,2957016,51874,NA,27033725,24800950,13928655,11412013,1953,564,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-06,2957646,51891,NA,27058598,24846241,13950198,11437547,1960,559,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-07,2958465,51908,NA,27092625,24937766,13988049,11494595,1995,543,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-08,2960310,51949,NA,27140507,25034200,14025590,11556596,2012,558,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-09,2967261,51986,NA,27187679,25128777,14062585,11617214,2022,573,NA,1,-1,-1,0,0,-1,-1,3,2,2,1,-3,5,2,44.53,32.41,45.54,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-10,2969114,52019,NA,27236057,25228997,14099546,11683544,2056,553,NA,1,-1,-1,0,0,-1,-1,3,2,2,1,-3,5,2,44.53,32.41,45.54,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-11,2970252,52064,NA,27283355,25335818,14140323,11753526,1999,557,NA,1,-1,-1,0,0,-1,-1,3,2,2,1,-3,5,2,44.53,32.41,45.54,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-12,2971075,52096,NA,27321399,25408874,14166465,11802565,1999,572,NA,1,-1,-1,0,0,-1,-1,3,2,2,1,-3,5,2,44.53,32.41,45.54,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-13,2971498,52105,NA,27344433,25446273,14180226,11827543,1953,551,NA,1,-1,-1,0,0,-1,-1,3,2,2,1,-3,5,2,44.53,32.41,45.54,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-14,2972381,52116,NA,27376280,25527912,14211749,11880082,1940,525,NA,1,-1,-1,0,0,-1,-1,3,2,2,1,-3,5,2,44.53,32.41,45.54,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-15,2973462,52147,NA,27422569,25611696,14244274,11933211,1958,513,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-16,2975716,52185,NA,27471811,25692303,14277587,11983043,1974,540,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-17,2976499,52219,NA,27520552,25769253,14308462,12031957,1963,530,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-18,2977580,52266,NA,27559315,25849987,14341352,12082935,2003,545,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-19,2979299,52281,NA,27590152,25903986,14363009,12116775,1931,542,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-20,2979672,52292,NA,27610295,25933235,14374313,12135416,1863,545,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-21,2980325,52300,NA,27638313,25987556,14403654,12162209,1904,545,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-22,2982215,52328,NA,27675698,26055485,14432383,12203486,1928,546,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-23,2983351,52363,NA,27715266,26119429,14461412,12240318,1878,576,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-24,2985029,52396,NA,27744531,26184333,14491892,12276817,1800,561,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-25,2986713,52426,NA,27775290,26255142,14523910,12317922,1801,550,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-26,2988213,52449,NA,27804391,26304305,14546393,12346122,1792,536,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-27,2988389,52458,NA,27823424,26333009,14559654,12362233,1793,534,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-28,2989253,52464,NA,27851337,26389024,14587017,12392434,1808,541,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-29,2990978,52494,NA,27889705,26446852,14614854,12423930,1850,549,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-06-30,2993964,52518,NA,27929508,26505274,14643573,12455322,1832,531,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-01,2995274,52554,NA,27967478,26561836,14671821,12484719,1932,536,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-02,2997152,52597,NA,28001785,26620382,14701567,12515526,1952,542,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-03,2998381,52621,NA,28029489,26657572,14721089,12534087,2010,571,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-04,2998600,52634,NA,28045001,26664491,14724836,12537737,1997,578,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-05,2999137,52634,NA,28065673,26709128,14749136,12559363,2089,575,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-06,3000308,52656,NA,28097220,26763980,14776869,12588142,2065,608,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-07,3004368,52681,NA,28140795,26821387,14808457,12616389,2155,622,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-07-08,3006725,52715,NA,28183699,26877987,14840737,12643093,2235,672,NA,1,-1,-1,0,0,-1,-1,3,2,3,1,-3,5,2,46.61,32.41,47.92,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
