id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
7dc8ca27,2021-02-25,2630384,43350,2380295,21194719,6163193,3928487,2135601,6816,1953,NA,-2,-2,1,4,0,1,-1,3,2,1,1,-3,3,2,51.93,53.7,53.99,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-02-26,2641266,43633,2393568,21281808,6465889,4087253,2274659,6551,1909,NA,-2,-2,1,4,0,1,-1,3,2,1,1,-3,3,2,51.93,53.7,53.99,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-02-27,2646681,43772,2417585,21348381,6659318,4190809,2361736,6336,1836,NA,-2,-2,1,4,0,1,-1,3,2,1,1,-3,3,2,51.93,53.7,53.99,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-02-28,2650283,43949,2422369,21384740,6736166,4240519,2387087,6191,1842,NA,-2,-2,1,4,0,1,-1,3,2,1,1,-3,3,2,51.93,53.7,53.99,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-01,2658389,44078,2429453,21436558,6908487,4345445,2452095,6202,1842,NA,-2,-2,1,4,0,1,-1,3,2,1,1,-3,3,2,51.93,53.7,53.99,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-02,2665566,44353,2441822,21514760,7148392,4486281,2549136,6029,1777,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-03,2673115,44627,2450229,21606169,7403780,4645707,2642836,5957,1701,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-04,2680637,44920,2458818,21693422,7681503,4824891,2740798,5728,1629,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-05,2686191,45195,2470308,21772308,7967131,5022074,2831929,5516,1610,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-06,2689785,45381,2491753,21827944,8139435,5152395,2885255,5310,1586,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-07,2692573,45446,2502609,21858829,8207666,5215867,2898694,5038,1544,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-08,2696533,45570,NA,21902373,8368155,5355338,2941584,5161,1519,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-09,2701913,45754,NA,21971611,8595275,5535046,3005013,5047,1483,NA,-2,-2,1,4,0,1,-1,3,2,3,1,-3,3,2,56.09,53.7,58.75,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-10,2707234,45956,NA,22044975,8857273,5736901,3095289,4984,1465,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-11,2713387,46168,NA,22123232,9154488,5972259,3195843,4800,1401,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-12,2718585,46391,NA,22208910,9430470,6187426,3289388,4784,1385,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-13,2721431,46532,NA,22267143,9587855,6310722,3342286,4675,1352,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-14,2724143,46588,NA,22303316,9653161,6362983,3356637,4496,1308,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-15,2728799,46690,NA,22348778,9825894,6502894,3398614,4468,1314,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-16,2734622,46824,NA,22423049,10040195,6674638,3450641,4486,1307,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-17,2739163,46997,NA,22499161,10242868,6829785,3507235,4332,1246,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-18,2742559,47196,NA,22576304,10492081,7015959,3582361,4187,1194,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-19,2746452,47362,NA,22644273,10733595,7181934,3667005,4095,1142,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-20,2748905,47459,NA,22695590,10891739,7278650,3730276,3943,1127,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-21,2751212,47504,NA,22727676,10962384,7321178,3757808,3911,1102,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-22,2754620,47613,NA,22771670,11139219,7431916,3826309,3983,1112,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-23,2758973,47698,NA,22847864,11392480,7582658,3933417,4008,1138,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-24,2762762,47861,NA,22936676,11679333,7747182,4058244,3906,1076,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-25,2768120,47990,NA,23015685,11998372,7933545,4196176,3831,1055,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-26,2772019,48123,NA,23090341,12336889,8114482,4357208,3803,1013,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-27,2775092,48209,NA,23144876,12533275,8213188,4457558,3568,1009,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-28,2778062,48260,NA,23177185,12634131,8266458,4503955,3640,1004,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,3,2,50.62,43.98,52.5,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-29,2782555,48306,NA,23220987,12869822,8395327,4613850,3595,991,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-30,2785961,48417,NA,23298267,13187132,8559172,4774249,3504,1000,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-03-31,2790030,48537,NA,23379023,13554852,8749282,4960351,3442,962,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-01,2793685,48651,NA,23455747,13948287,8937601,5176613,3356,953,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-02,2795691,48752,NA,23526431,14229421,9088437,5316565,3278,932,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-03,2797366,48828,NA,23575553,14406128,9179639,5412944,3247,960,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-04,2798366,48848,NA,23605543,14453772,9206700,5435621,3175,951,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-05,2803306,48878,NA,23646107,14694799,9333506,5561485,3228,935,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-06,2807504,48965,NA,23724946,15016679,9500725,5744784,3401,961,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-07,2811415,49073,NA,23808631,15380816,9718451,5925439,3312,992,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-08,2815899,49171,NA,23882972,15744400,9919707,6126254,3278,982,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-09,2819137,49277,NA,23960241,16104388,10114456,6332201,3237,958,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-10,2821570,49342,NA,24029961,16347920,10246317,6481279,3286,948,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-11,2823018,49366,NA,24063427,16443783,10303994,6543812,3263,963,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-12,2828568,49390,NA,24109875,16671983,10434264,6672603,3423,981,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-13,2833381,49453,NA,24183919,16925155,10563826,6795413,3447,974,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-14,2836974,49521,NA,24260784,17216649,10698419,6948346,3393,960,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-15,2840297,49604,NA,24333364,17485017,10828135,7083446,3320,931,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-16,2843308,49673,NA,24404966,17749534,10953448,7219080,3373,943,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-17,2845113,49723,NA,24456211,17920836,11037381,7303970,3284,962,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-18,2846552,49756,NA,24491615,17981253,11066555,7334312,3269,938,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-19,2851247,49777,NA,24536916,18160852,11146475,7431726,3354,939,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-20,2855946,49826,NA,24610578,18392467,11235963,7570394,3407,941,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-21,2860001,49913,NA,24688360,18646255,11323762,7732363,3426,952,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-22,2863676,49981,NA,24768791,18902091,11430306,7877684,3352,926,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-23,2866290,50045,NA,24842435,19137434,11530939,8009007,3261,900,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-24,2868275,50087,NA,24891148,19286408,11593509,8093164,3147,883,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-25,2869755,50100,NA,24920430,19346362,11621373,8124372,3161,878,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
7dc8ca27,2021-04-26,2874150,50133,NA,24973716,19519048,11692903,8223598,3198,889,NA,-2,-1,-1,-4,0,-1,-1,3,2,3,1,-3,5,2,53.12,43.98,55.36,37.5,2,United States,Texas,NA,31.170604705,-99.6843408554231,28995881,USA,US,840,USD,48,ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,US48,NA,USA.44_1
