"logLik" "logLik_se" "sigma_nu" "mu_h" "phi" "sigma_eta" "G_0" "H_0"
-2.91709924638011 0.000363436682709864 0.0349458486664224 0.156137184076081 0.992893088871353 0.0748421593316975 -0.209233001392673 -3.13057095166634
-2.92214018366897 0.000503107847501089 0.0169670207506807 -0.457447968590329 0.992067032599897 0.120466400894917 1.11206836742526 -3.07042638861425
-2.92458136860067 0.00052537852803703 0.0115092832754849 -0.149722540006484 0.992771800221167 0.121683395486569 0.929557095746345 -3.08587456491537
-2.92283942857802 0.000535641787427422 0.00330439231363343 -0.54120906548112 0.991113063757634 0.0982005281172124 0.763471318727922 -3.08980266251816
-2.91993293146317 0.000457880047840373 0.00408021506077747 -0.682433500586592 0.990377511222175 0.0766836614149802 0.308164411632723 -3.11146921315241
-2.92472012946852 0.000502461010113353 0.0116380891373988 0.110868033206968 0.992727617567456 0.0970674921458138 -0.31632503031737 -3.13617783745725
-2.92383049394139 0.000660947454947905 0.0118071598579314 -1.0534276945426 0.987208951180821 0.0844235097690887 -0.574415678235153 -3.16465175886477
-2.91666923904341 0.000464191625633948 0.0125313467724544 -1.1532144211331 0.987362300231582 0.0707491902105867 0.658947099394569 -3.11933924089498
-2.91803848612286 0.000485867553044552 0.00599303422592726 -1.3365753099986 0.985882040683485 0.0736868892705364 0.572840158881099 -3.11424281494079
-2.92027280672861 0.000385631405983619 0.00635148281738076 -0.142252809113653 0.992706036824363 0.107772033699664 0.950351989266195 -3.08772361458394
-2.91670163908098 0.000323926694964052 0.0154871098782384 -0.00425868701042023 0.993058071556333 0.0889423733445912 0.772228528412386 -3.08875374226051
-2.9089474933715 0.000605006133291879 0.0110668411896045 -2.30750425456618 0.92992296896388 0.0384124578601627 0.525506167769049 -3.38731467797162
-2.92548124367555 0.000563514064492758 0.00656923037758288 -0.14912187243906 0.992660648919019 0.0984539571548439 0.263416127945847 -3.0950371247669
-2.92141696697578 0.000356955105612576 0.0195370877307087 -0.796218959695385 0.990664041501612 0.105188286545921 1.03614575131497 -3.07528774828028
-2.92535494645686 0.000599486394157167 0.00764249943708143 -0.803851149108188 0.989587468280927 0.0860906135376827 0.143499825774709 -3.12050403630474
-2.93135759868023 0.000582412612276271 0.0060228449438108 -1.25352216237611 0.986347309708216 0.0898862965852423 0.843867483372895 -3.08787214960546
-2.93066894314231 0.000793003337425625 0.010502139656278 -0.179526900453289 0.992638890878078 0.110085673740974 0.331865539918583 -3.09289833509381
-2.91885117879057 0.000348029645794273 0.0183458518260642 -0.0921071602848407 0.9919899916532 0.0827185144558617 -0.524163742531795 -3.14673494741607
-2.92264071471032 0.000477793165525714 0.00796525779321961 -0.770872717732194 0.990686995275809 0.100780603695649 0.878882857774775 -3.08254863782751
-2.92706364481828 0.00046456928493131 0.0175586199185608 -1.07285548067986 0.988233616128522 0.0949973995257021 0.585572424252484 -3.09870820895692
-2.91164276731507 0.000326172086500855 0.932084836039801 0.259399839388204 0.99310881396252 0.0602818327846844 -0.371288087985402 -3.13163009899819
-2.22478824312581 0.000618019509077549 3.59407508920454 -2.56113696433342 0.718366497399306 0.0426707700147547 -0.985187718591276 -4.66120625951354
-2.91578081046204 0.00035397395397849 0.235561554653756 -0.697881084828202 0.98939550953771 0.0532574303411089 0.241852141824336 -3.13866577284523
-3.24215880466082 0.00169064065078524 0.175842285653875 -1.15529482177691 0.996995784203843 0.322555390679496 0.711490072388951 -2.76943248541426
-2.90882001679579 0.00019958436736076 1.20477494736313 -1.21075093764286 0.985984465510193 0.0371371329035763 -0.034412539505608 -3.15169924859023
-2.91043696574671 0.00028817967155196 1.0297389454018 -1.30953958707914 0.984688514678042 0.0435925958391869 -1.03430780517991 -3.1664361802533
-2.92122323368307 0.000374601274061878 0.284354671860993 -1.40676721560731 0.984086710881096 0.0716148682425096 1.20956142303322 -3.12858443663182
-2.91538993863689 0.000286664379093659 0.377146872755963 0.0947500538630241 0.992958553721816 0.075318518110496 0.905875970766553 -3.10842850037599
-2.91267073638049 0.000197590499077522 0.442186592668827 -0.607697078564279 0.989757712724931 0.0587293609047701 -1.53882485206961 -3.15906223781465
-2.91421612061412 0.000295749131661263 1.87088083338356 -0.0927217057494797 0.992355658985337 0.0686526099525916 1.36937538927625 -3.11744418831216
-2.92830995407833 0.000519788609615954 0.298066691832822 0.427188211591197 0.993680428694383 0.110641769549369 -0.460332931907578 -3.12267862027263
-2.91673946256506 0.000349521850053423 0.60380219262752 0.68632438241096 0.994033791940384 0.0885531458881648 -1.18150364283466 -3.12734586868418
-2.91508316552433 0.00024913270495038 0.210792993721074 -0.108928687537258 0.992638668070066 0.093426436249106 1.88064367847851 -3.0794603665907
-2.92693146218253 0.000372023283766445 0.485591055450898 1.49091818451476 0.995353306122205 0.117124225121121 -0.207051889891982 -3.10452355532331
-2.92442137261422 0.000442753801442742 0.342956994939007 0.411422376858304 0.993832588797578 0.0992192378922647 0.465385774303511 -3.09755607601968
-2.92457404175206 0.000341705498947227 0.295975320149928 1.31540688481513 0.994936704590727 0.137212461951632 -1.54093490974719 -3.14195205510727
-2.90771953615363 0.000143038053080715 0.882043033554392 -0.127762907915045 0.992118975399747 0.0341120307685623 0.764758632271967 -3.1195515690063
-2.93432049412163 0.000670242447038592 0.796142258685028 0.796757832909055 0.9943499474948 0.141771636628992 -1.38075488932395 -3.11390639590703
-2.93935586962653 0.000906139785714578 0.354532489750998 -1.45832799944439 0.983616131880419 0.096643580871819 -0.276093623947191 -3.14799467213019
-2.91126793599244 0.00028206599389365 0.373625986641904 -0.676788924019806 0.989852598841952 0.0496869876458881 0.0720418848471338 -3.14344523893228
